date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
2022-01-23,34737,22052,14786,10094,7382,6230,5111,5418,5993,8789,17887,42413,114741,214695,342477,577952,670960,751371,850886,948324,1083607,1117307,1159038,1202590,1252637,1245541,1230122,1159023,1128901,1112447,1094811,1060875,1022843,987952,997418,1045287,1109683,1120089,1027919,937835,916717,784921,565159,335842,190629,125630,75529,39576
2022-01-24,20311,12849,8318,5817,4594,3917,3701,4088,5481,9549,19787,52720,151119,344868,590321,1064283,1096361,1046717,971288,940571,969028,948812,953845,994624,1155948,1176583,1199967,1018700,967867,920865,871594,801762,721834,685098,718466,789004,864940,896865,854479,803784,804534,695805,507874,305340,181853,117377,72077,37611
2022-01-25,19088,12296,7948,5925,4705,4220,3889,4342,5714,9695,21393,56235,161381,367111,631159,1120339,1157937,1099633,1009653,974535,1001468,981082,986979,1027182,1194386,1224338,1241809,1062278,1006976,953430,906902,843586,780221,746521,794838,874328,950274,970878,914312,859976,884394,782433,574477,348245,200890,130020,77548,40890
2022-01-26,20272,12845,8583,6049,4790,4326,4031,4498,5877,10096,21187,56268,162148,365486,624366,1113856,1151818,1096090,1005766,969843,996342,974322,978214,1025688,1199511,1226409,1255193,1075392,1015192,966181,932680,880749,842047,810381,839239,898022,983426,1018668,955630,898302,909172,817580,607389,368003,213028,137557,84501,43863
2022-01-27,21754,13680,9269,6704,5154,4449,4170,4502,6055,9953,21498,55953,159957,364439,622143,1107508,1137964,1076529,990460,958532,989494,969946,979576,1026369,1197237,1223749,1242349,1062726,1002434,949104,916405,873254,825560,782217,798459,858097,937837,989784,968437,919123,929488,843840,634539,392037,230335,151365,91222,47992
2022-01-28,23974,15595,10493,7457,5821,5126,4538,5052,6488,10787,22100,57183,162379,349751,585165,1053017,1095655,1050617,991241,974855,1026969,1011013,1009777,1040108,1221719,1448772,1567425,1135097,1070059,1046530,1012815,961016,898089,829159,823638,900017,1003632,1066086,1049782,1012501,1043875,977672,765129,496702,300839,204086,131091,70557
2022-01-29,35563,23127,15329,10802,8680,7298,6323,6505,7729,11986,23411,55775,148772,288222,415918,759681,837748,884949,956607,1011428,1131050,1156599,1205689,1251554,1331938,1323625,1321207,1254870,1223524,1205135,1190655,1159301,1140900,1116240,1123782,1162609,1193955,1168345,1093377,1050903,1078940,996720,774273,502893,307378,211283,136746,74969
2022-01-30,39346,24854,16584,11863,9082,7407,6354,6552,7687,11068,21466,50728,130201,228217,330730,573218,696030,793228,903317,1006300,1150678,1199972,1252628,1294891,1343119,1334626,1318015,1250409,1218690,1205894,1185662,1149549,1126863,1096873,1088279,1129425,1169219,1154556,1076228,1002730,1017385,938606,724982,462502,273155,184891,115367,60851
2022-01-31,30447,19299,12922,9203,6611,5774,5087,5420,6784,10962,22508,53645,134354,259399,381826,713993,792674,822192,856573,932019,1043528,1075581,1107914,1132482,1187857,1196356,1211960,1101371,1064150,1037301,1011263,957072,898928,831085,813263,841173,870743,854234,779892,716037,751330,712385,561862,385556,255555,185397,124896,77048
2022-02-01,43157,34203,24942,16859,11162,7767,5707,5407,5774,7200,12708,27863,75013,125376,162812,274695,334053,402075,472065,548787,641394,701429,758085,814512,871008,891488,891622,866411,854714,861512,860609,844286,830556,811488,802311,833067,861077,856245,801273,737126,761927,728579,580674,395811,259323,187621,124386,72079
2022-02-02,36921,23184,15526,10302,7463,5663,4476,4259,4806,7064,12784,29634,78359,135352,178115,304520,376168,452074,540469,625329,732960,797459,860470,922310,983166,998774,987344,944093,928169,933041,915476,888966,866057,845369,849554,902770,944111,926163,834886,756549,761810,715317,555820,371713,238756,168045,109716,62358
2022-02-03,32659,20887,13486,9703,6996,5518,4818,4659,5204,8231,15742,38560,103703,219361,333440,675678,684416,695158,719285,789944,888079,927319,980952,1030296,1117271,1137659,1154114,1036479,1000161,971965,940647,902609,859755,828478,849489,916671,982087,982406,906660,810794,802161,720687,541692,344589,219463,152887,99403,55879
2022-02-04,28888,18244,12180,8713,6408,5097,4838,4505,5308,8447,17280,42698,118426,248370,386011,783748,812185,815594,822382,876401,956971,977635,1006464,1043867,1171762,1356680,1461394,1068947,1007797,1018855,984913,943786,890774,850892,862794,919956,969812,985302,922237,842611,845226,773958,601545,396166,252251,175836,113949,64306
2022-02-05,33695,21512,15072,10515,8126,6127,5376,5339,6346,9155,17770,41199,111951,224236,313881,607083,645974,695848,772470,845519,949159,986297,1037361,1097722,1175810,1178872,1171349,1106177,1061144,1044189,1026307,995031,970778,934088,934216,974623,1018674,1014597,934910,852918,859645,774121,589588,392508,251213,177617,117028,66292
2022-02-06,35334,23029,15652,10823,8077,6559,5458,5272,6185,8676,16479,37249,98222,183385,280857,481014,566351,647383,744793,844362,952298,991807,1035507,1084789,1136495,1133831,1117482,1047044,1008613,996976,979179,943412,921051,893400,892282,953836,1012892,993447,878154,780738,754096,666052,487075,302818,180958,121365,74388,40703
2022-02-07,21236,13778,9342,6758,5048,4421,3784,4380,5629,9266,19066,49816,140538,323649,547611,1007922,1040498,995717,925044,907564,939439,932477,948166,990694,1137585,1160708,1175930,1011052,963857,920092,877625,819688,762331,725682,753117,818666,896172,918131,848975,748249,715195,617867,449637,280421,170377,111586,68172,36595
2022-02-08,18881,12004,8393,6192,4922,4109,4004,4416,5961,9691,20435,53631,152425,346633,584797,1057175,1096528,1039483,951855,916294,942027,926110,928604,971417,1112141,1132758,1153371,985993,935608,889557,846187,794252,757028,732945,759286,822792,902016,909924,814511,721289,711436,626418,455503,284729,170728,111784,68864,37080
2022-02-09,19091,13095,9378,6795,5176,4287,3856,4171,5436,8517,18449,48128,136236,316864,541459,1006487,1027659,968896,881830,863975,897652,890274,905382,955489,1095451,1109387,1119774,959257,914422,874922,834842,782156,743274,715434,753543,826801,902392,899311,794185,700581,699989,623195,454858,282483,170874,112057,69774,36816
2022-02-10,19365,12418,8299,5977,4743,4105,3826,4383,5840,9127,19435,50175,138772,321658,540853,975871,1005664,948404,870675,844772,871351,854988,863061,912299,1060641,1089938,1102817,927826,861688,815846,779366,738454,703575,671124,693763,748745,806611,811334,751756,671743,661301,580478,429563,268092,167733,111114,69258,37181
2022-02-11,19971,12340,8756,6352,5070,4307,4120,4365,6052,9559,19826,51112,142595,314510,511662,931312,966701,926133,866635,850996,885819,874690,879937,914595,1081111,1267427,1392142,994128,896813,890503,855157,813435,768715,738464,763182,828523,895792,905765,848304,773700,774538,705599,532396,347942,221930,149423,97161,53531
2022-02-12,28361,18514,12377,8812,6660,5623,5252,5157,6499,9659,19178,46842,125134,255593,365381,695332,749037,784457,834710,880101,963681,979294,1019521,1070755,1158896,1141923,1129985,1054724,1010109,990320,965473,924987,902264,880921,893803,935234,982877,974291,888725,807869,804151,731235,554403,359570,224720,154941,102560,58453
2022-02-13,31674,20328,13672,9591,7436,5791,5012,4762,6110,8811,16211,38224,101195,192169,300236,509135,587892,666872,761430,854218,955961,991401,1030894,1064729,1106653,1097013,1078074,1008674,979759,964532,944243,911802,878298,853677,856167,915909,967720,950053,839473,743075,723832,636866,463167,287781,172412,114115,69851,38165
2022-02-14,20072,12935,8637,6250,4645,3904,3669,4113,5341,9145,18953,48173,134569,315975,546123,993568,1012614,967758,896845,877637,908083,894123,904799,951112,1092043,1099772,1106968,947892,905182,856705,819447,763030,720923,688829,719418,783365,836620,839064,778224,715116,711453,619948,456508,280498,165751,108699,65281,34662
2022-02-15,18283,12031,8119,5752,4708,4012,3765,4149,5492,9166,19765,51257,142444,330183,566947,1018905,1034600,975965,890032,864810,886409,864896,873142,917310,1060542,1067268,1071584,911356,862945,824427,792297,740285,700861,680174,719614,783345,850541,851621,768349,681201,662069,571764,413463,261554,159219,103380,64099,34803
2022-02-16,18363,11712,8257,5807,4555,3964,3671,4276,5764,9264,19360,49512,139672,329095,572148,1009184,1021148,969209,881695,851809,878529,856729,867223,911936,1057628,1068567,1076548,918940,868148,826084,794300,746477,709830,691171,737677,810468,879708,884678,790981,706035,695270,620971,455234,281199,168862,109361,65412,33867
2022-02-17,17647,11533,8013,5605,4264,3525,3351,4069,5513,8838,18824,48800,137248,324034,557853,988875,999526,943462,857026,831130,858243,842870,849761,894082,1034203,1047163,1053235,889879,838384,797158,767561,723816,692093,667499,703386,769393,836634,848204,791034,708575,688359,614318,458488,287879,176307,114298,72251,39424
2022-02-18,21358,13567,9137,6567,5148,4147,4156,4386,6100,9499,19648,51175,142523,315681,524487,956102,966640,926059,861555,844683,876070,855331,858597,891691,1049942,1220604,1325534,924957,834989,829539,797381,755472,715935,691334,723041,787835,854812,876431,824764,755663,755611,689419,520882,339630,214838,143491,92984,51160
2022-02-19,27777,18194,12403,8831,6667,5326,4769,5204,5971,9345,18490,46016,122677,250296,362263,683977,733756,759658,809329,849909,930098,940051,973550,1018033,1095675,1078104,1073996,995068,954618,934940,920294,884083,862032,842937,863107,916247,966280,969860,884161,809996,809875,748470,567446,368622,232227,158519,101948,57169
2022-02-20,31094,20397,13637,9848,7079,5871,5062,4825,5581,8149,16110,37333,98525,188386,292034,494848,576406,650767,741475,828639,930906,952640,988152,1023309,1063919,1051596,1023309,954254,924532,905840,886650,841547,795838,760076,774756,841425,897112,886077,782756,701136,690751,593950,427278,265018,159339,105239,64787,35466
2022-02-21,19027,12363,8007,5782,4471,3693,3508,3812,5163,8520,18023,47278,132049,304924,535876,969397,983691,941383,870238,842464,875445,856978,863958,908641,1051392,1062254,1062097,898253,847176,801621,762928,693495,637201,610630,663781,743467,811594,804838,745316,662914,649099,569652,415555,256841,156962,100335,62376,32315
2022-02-22,16870,10830,7295,5353,4031,3852,3716,4090,5252,9369,19065,48906,139763,327114,563042,1004029,1017452,962360,883313,856745,880813,856242,862188,906418,1041525,1047406,1044565,878738,834543,794243,759843,703960,640952,600107,627419,709577,796033,812343,746888,672688,668953,580905,419250,257806,155385,100771,61974,33319
2022-02-23,18260,11616,8053,5728,4497,3999,3690,4242,5286,8765,18905,49128,140193,324627,559645,1003122,1021107,964474,875171,851181,871002,850625,856720,898034,1037475,1048137,1025789,849578,839992,800582,769184,720996,685105,661643,700532,745658,784582,777798,712146,645042,638476,549371,404371,250263,152206,100076,61624,33228
2022-02-24,17896,11097,7741,5696,4550,3701,3630,4316,5488,9113,18761,48350,133258,308119,528573,943604,970687,905682,812839,769577,778669,750919,762592,816822,959138,984506,989254,831843,778530,743444,723013,691364,657253,635049,675208,746639,810069,817722,752597,669409,651138,567918,420044,264627,160837,105859,65894,37873
2022-02-25,19892,13124,8617,6563,4969,4171,4053,4709,5743,9241,19072,49714,140030,306909,511731,929472,948580,905545,849837,832325,871054,864661,868310,907470,1064609,1213457,1318242,955049,849555,848941,818792,772917,728343,687679,694702,736426,785039,806204,770168,704100,707970,643687,493977,326424,204108,136729,86478,48877
2022-02-26,26763,17890,11784,8326,6451,5446,4917,5120,6254,9487,18548,44278,119901,244821,356454,670263,730047,763044,818634,861539,945609,962707,1003125,1053639,1139545,1122135,1112316,1034810,990037,968443,941858,888944,863998,856740,887403,936666,969636,963814,886637,809596,809118,725076,540780,349148,218397,148700,98803,57550
2022-02-27,31325,20812,13483,9405,7004,5695,4821,4935,5685,7970,15485,35045,93328,167387,236056,431262,530674,616855,719301,814074,925953,961715,1009414,1047172,1097569,1096003,1070411,1004359,969464,952933,928642,887106,857657,851798,866440,909061,949100,935223,832711,739692,719929,630153,461081,285965,171722,113330,69754,37859
2022-02-28,20430,12769,8542,6158,4526,3926,3482,4087,5265,8709,17530,43790,118367,262869,433797,894206,941756,926378,881062,875839,918776,918587,938202,989688,1126306,1138073,1135866,962398,906277,855461,822262,778845,742609,716855,745284,803083,864558,870160,794784,718000,713103,635649,467470,290587,174924,114140,70467,37824
2022-03-01,19547,12657,8414,6051,4664,4093,3922,4211,5537,8957,17698,45713,126406,278135,453959,905932,966281,942596,886361,867667,901691,898018,915717,967938,1110265,1126145,1116797,934469,859541,796289,765846,726396,694004,679674,729469,813353,885901,894836,834254,752538,737707,650218,476837,292070,175000,114391,70242,38476
2022-03-02,20203,13426,9677,7549,5848,4866,4484,4728,6070,9147,18985,50008,137228,296778,494680,964348,1000330,963880,900070,879483,920394,917613,923975,970300,1116980,1128909,1125735,943823,883192,832762,801456,754331,698354,647375,679025,776869,867057,892925,809462,726213,722119,645618,476460,292433,174096,112460,68645,36791
2022-03-03,19527,12671,8612,6158,4826,3975,3900,4412,5626,8834,18489,46052,128766,285878,474593,933077,967635,932218,869972,857688,892118,881693,894739,944647,1083869,1105029,1116175,927631,861744,816133,782141,745977,705394,669099,700594,764892,838559,850444,788703,711031,697618,625787,470623,294949,180064,119050,72968,39480
2022-03-04,20724,13231,9489,6898,5128,4280,3908,4400,5611,9319,18532,46150,127256,266942,422759,838393,892706,883884,857391,852656,897279,890253,897311,941646,1094892,1231706,1351544,979631,875889,856426,832459,795374,755545,727174,744586,781285,823779,818800,775752,712811,706489,643213,494385,324348,205498,141886,92129,52220
2022-03-05,28188,18552,12575,8958,6848,5731,4985,5031,6215,9044,18161,43266,119561,238698,350676,659394,711089,743357,801110,847026,936074,949310,992705,1043149,1130953,1103419,1095845,1017447,954089,912010,885124,851985,828192,820091,838818,871411,906540,920527,852797,777435,788151,722800,553569,357396,225547,155784,101282,58055
2022-03-06,31059,20870,14097,9711,7280,5653,4904,4962,5774,8010,15695,35761,95800,174897,260961,476024,572184,654865,754101,849234,967699,1002111,1049866,1094012,1140582,1139518,1122715,1053184,1027933,1003727,973784,922201,884522,859180,876525,927391,976111,962492,859799,762049,733765,636689,463690,282639,170444,112492,69276,37099
2022-03-07,19888,12714,8811,5979,4633,3686,3464,3590,4835,8071,16663,42210,117962,262999,432683,879120,929008,901225,853892,845452,882938,893331,935394,973388,1100923,1115269,1114460,928654,863078,795351,716883,640254,588280,563286,612084,678383,724875,737960,688779,617788,610839,532617,398220,245508,148422,97386,61072,33154
2022-03-08,17451,11429,7946,5474,4455,3737,3576,3911,5152,8214,17303,43097,118800,267208,436131,884570,947461,925953,872381,852999,893947,885578,909888,962669,1098194,1106297,1104423,926079,864708,809142,768387,710704,646564,599380,641389,717267,799956,814548,762144,684915,677545,591318,433922,264881,159387,103593,63564,34000
2022-03-09,18396,11866,7918,5728,4608,3725,3687,4167,5368,8594,17864,45145,127122,283370,472436,928689,964717,930388,872241,848149,877891,865931,883058,934832,1076577,1082513,1114295,931663,864308,815934,788244,743917,710105,686354,738546,800754,854434,853848,756382,687229,673029,600121,445511,271982,163456,108442,67856,36472
2022-03-10,19172,12761,8386,6066,4864,3973,3660,4045,5133,7955,16832,41924,119317,270300,446664,881799,912777,876550,819440,809875,844754,841675,857988,908884,1050998,1060310,1063511,906040,841222,792811,763306,723136,689304,666160,702014,757632,806371,819297,776791,700519,692568,615453,461680,287294,176581,117255,72841,40192
2022-03-11,21289,13538,9533,6620,5133,4277,4115,4423,5687,9105,18601,45295,128462,271097,441997,868898,901532,880152,831437,825461,870309,860319,868309,911940,1056801,1191851,1316978,932776,846000,821663,797278,754165,716084,688372,724338,782935,836494,854245,813598,754766,762457,697816,532849,341408,215350,148207,96504,54303
2022-03-12,28444,19017,12848,9050,6604,5689,4859,5053,5894,8951,17609,42713,117576,235085,352802,647624,719151,755768,809100,858506,947703,964982,1003590,1052557,1132660,1115443,1104989,1038422,1007889,983474,956969,919434,895371,858427,880655,924062,956977,955028,877797,803891,801764,725672,550658,358538,226007,160129,106603,60937
2022-03-13,32016,21765,14523,10270,7430,6019,5220,5163,5882,8013,15588,34769,94906,172650,257999,463593,547625,624012,715951,806990,913522,949313,987981,1030023,1075016,1073818,1049607,977773,951406,931228,908609,867255,843129,824094,847816,891042,914637,908027,830009,744128,719469,624455,454749,276582,165915,113015,70009,39174
2022-03-14,20709,13282,9246,6192,4685,3902,3676,3873,4722,8162,17152,42619,119031,264789,436259,871841,902300,874495,825886,818069,853672,849043,867583,911802,1046997,1054553,1072413,898182,839894,781685,742484,694716,652706,621830,660233,711377,747122,743038,696127,641025,647394,565900,415500,252211,152178,100750,61808,33547
2022-03-15,17642,11586,7766,5581,4213,3702,3531,4174,5100,8483,17470,44052,123088,271647,443158,893795,925382,901970,843034,821697,856381,845113,863257,910248,1043169,1054039,1027959,865717,813678,771883,741677,695385,657839,627552,676734,744473,797200,784702,704802,632792,617351,532111,396487,246932,150624,97882,61342,33474
2022-03-16,17928,11403,7797,5698,4442,3820,3574,3990,5274,8612,17837,44516,124370,272630,449175,899275,960295,933109,871451,850047,882571,874364,889037,933410,1070327,1082453,1092628,910379,850901,805582,778218,727354,683723,639195,671048,736610,815704,825483,745903,663665,664610,584901,427284,262734,135127,99973,65732,36276
2022-03-17,19148,12485,8353,5955,4397,3982,3606,4203,5282,8412,17924,44544,127544,280452,462092,907469,941998,911389,850197,828226,860709,852910,863801,909754,1039115,1042872,1043094,870545,810307,757131,720311,671703,642473,623015,676475,731953,791157,796835,739475,639065,586132,502265,375030,232289,146459,98928,63526,35557
2022-03-18,18803,12247,8626,5810,4621,3874,3614,4013,5206,8182,17182,43138,121431,256772,420715,838378,886587,870874,830720,823995,864639,859868,870055,909618,1054429,1196142,1346752,941146,858811,823432,799421,761607,724974,694576,729320,788465,847916,872249,831381,758252,761315,689862,524021,332870,208931,143981,92836,50924
2022-03-19,27152,17766,12314,8980,6400,5377,4582,4873,6004,8657,17076,42632,116767,236268,350742,653442,696664,732031,781331,823477,912739,931820,973864,1022107,1103231,1087907,1078292,1001165,972364,946679,929908,902190,884448,858615,887480,928040,967043,971981,896678,826309,833853,751789,564033,357207,222406,155645,101381,59738
2022-03-20,31688,21274,14677,9976,7616,6081,5255,4747,5483,7761,15204,35017,95525,174831,263976,477131,561518,636224,722588,813178,929952,970581,1017812,1057408,1095374,1091700,1073691,1000099,970745,953147,931600,900887,880698,861485,898760,952308,985342,950245,839974,743021,727829,618729,440176,260627,153125,101481,62228,34111
2022-03-21,18243,11332,7870,5474,4087,3340,3242,3515,4577,7886,16750,44106,128678,297543,513087,912920,927910,876893,799572,777223,813933,807155,818032,856082,983754,987003,1021889,875041,828433,786666,748636,700274,661320,627833,675759,731495,792666,808462,748874,670261,659317,571033,412601,244950,146350,95401,58354,31615
2022-03-22,16510,11061,7634,5488,4069,3504,3383,3798,4852,8351,17942,46831,133917,310531,534761,949815,959054,904216,831794,801581,821859,803927,810410,847161,980670,989656,1001137,825639,778120,739594,708550,663671,629374,603290,657326,716851,779498,786369,723901,655512,654035,555704,407791,248331,150680,99228,62271,33746
2022-03-23,18872,11968,7938,5830,4438,3680,3495,3824,5063,8917,18079,47319,134166,297016,509081,891348,922664,882515,823999,803810,835906,819600,828767,873091,1006979,1020215,1029841,863679,806185,771357,742027,699180,682551,661071,705582,760019,830108,822377,733138,656522,652420,547081,397988,235793,146357,96316,59984,32896
2022-03-24,17241,11489,7741,5361,4294,3464,3292,3739,5161,8658,18109,48334,136628,320064,547518,959862,945804,889636,807647,776544,800298,782349,783479,816756,952564,969373,987925,816379,773614,735343,696197,654355,626171,598626,636943,670619,719136,753127,732183,677746,677286,588843,434979,266499,164812,109059,67892,37460
2022-03-25,19723,13064,8667,6317,4852,4206,3847,4196,5523,9070,19314,50906,141943,312792,506111,901642,923136,879631,825445,814104,851688,834424,834349,869100,1030237,1202536,1360477,932924,874467,837111,805303,762677,724878,689292,704339,732009,798876,723369,591359,559069,587181,534406,410078,261309,164182,113196,73063,41837
2022-03-26,22171,14936,10009,6911,5039,3815,3380,3310,3956,5834,11682,30110,82045,163057,249800,432382,484683,525536,563113,595603,669080,688265,725947,764866,826442,820180,830590,782914,758497,740956,725982,693742,676229,663206,685255,709214,735544,735593,685229,634490,637141,569085,433205,274119,170888,124720,81806,46102
2022-03-27,25184,16604,11048,7716,5349,4320,3474,3272,3790,5384,11371,27706,73496,139505,222090,340744,399997,461708,525041,588317,676355,706144,742796,774987,811663,817655,811286,764840,746854,731604,715657,691429,675403,656147,677775,706319,734804,726661,661769,592122,577560,503181,371972,221764,132655,89245,54378,30097
2022-03-28,15889,10559,6958,4821,3560,2761,2648,2740,3448,5569,11801,32100,91021,218516,380949,668283,689739,661684,603985,588268,612026,602037,610193,642200,755190,778805,800307,663617,628423,592075,562536,524763,493353,466924,512585,560953,611913,626404,588000,538318,544588,478951,349017,208893,123648,81637,49340,26574
2022-03-29,14050,9155,6049,4181,3332,2674,2587,2686,3568,5776,12394,34236,97466,232342,408642,708666,733213,701241,631433,605548,622707,606341,611043,646490,771342,794419,814903,677645,639383,601774,577535,525701,462455,427752,476625,547518,624242,642748,590454,540969,552313,482758,350701,209729,126121,83256,50489,27259
2022-03-30,14594,9287,6399,4294,3192,2579,2533,2663,3585,5963,12831,34846,98134,233478,409681,708546,736816,704098,640867,613652,630449,619171,624316,661585,785286,813411,835367,695255,655912,617596,591315,558957,534619,505967,540199,581439,629319,630945,565913,530135,562770,495980,366677,221611,134673,90416,56250,29597
2022-03-31,15566,10465,6632,4700,3404,2916,2715,2716,3547,5884,12885,34786,96518,222926,375026,647149,684255,672885,631342,606715,627181,616364,625557,656884,782301,808327,825586,690633,653238,616803,589098,561847,540258,514928,550671,602715,657430,679117,649134,602737,613711,551189,412843,253932,155329,105119,65392,35806
2022-04-01,19251,13293,9078,6251,4557,3806,3137,3322,3890,6067,13343,36257,100716,224742,382603,667308,697427,679482,630299,617912,649489,640055,647634,677785,811684,961901,1113508,758164,704835,674604,653594,624107,595853,567358,596992,633808,684969,708403,687418,650324,681723,625434,486314,312760,203140,147762,99519,62064
2022-04-02,37592,26261,18061,12874,8795,6834,5420,4858,4982,6683,13183,32769,86107,174845,259001,454869,512418,554292,607860,655049,750705,779915,825102,859872,924512,924479,930060,879938,858771,852987,854113,832127,819099,792181,815389,838641,856322,847966,796372,728718,761805,746558,448511,301298,211914,156541,104866,64526
2022-04-03,39531,27185,18563,12992,9242,7797,6727,6322,8180,11852,17631,39446,106944,127707,167283,248421,292777,347777,411921,490791,579947,626089,672464,711927,743844,755430,751585,691021,683382,687990,680574,665413,665255,645552,686864,724868,718815,627384,462682,387662,450537,511068,288025,192734,122530,90868,59177,37080
2022-04-04,23030,16022,11052,7844,6020,4725,4402,4553,6196,10039,17036,43465,114407,216828,351210,603346,599314,571621,526900,525126,550548,550284,559525,586907,669047,677157,682132,586276,568805,538034,513122,493462,499222,508965,566056,607444,619580,560290,422362,360214,430712,470249,267005,177202,115574,81039,51550,31441
2022-04-05,20404,14145,9659,7099,5536,4400,4246,4438,6172,10061,17551,45563,118849,241703,387689,654621,639329,594741,531556,518184,531335,519187,521584,549450,633162,641371,648951,557494,541240,522269,499451,475263,477839,483050,519299,524105,512824,481549,390733,345432,412765,447006,273036,180665,119020,82438,52039,32672
2022-04-06,21520,14812,10216,7256,5757,4706,4239,4810,6408,10174,17687,45185,115265,243231,393633,662846,649240,604860,538431,525710,541345,529268,529469,556852,648249,657298,663270,569732,545773,524684,497908,474947,483657,492217,540060,585811,614374,581056,447122,370494,433345,473365,290750,191430,123049,85365,55259,34598
2022-04-07,23418,16382,11086,7898,6029,5245,4680,4899,6655,10333,17639,45336,115515,244776,396724,661704,638704,593165,522936,510085,528590,518968,520832,548023,638877,644991,645049,547796,526534,496262,465621,440432,446485,453898,503913,539157,581118,567739,450257,378365,439773,467807,299296,198453,134185,94519,61759,38204
2022-04-08,25413,17868,12476,8779,6618,5542,5129,5227,7202,10985,17407,44862,113475,232565,374034,634436,616648,578114,522332,522125,548931,539506,543116,568605,686334,845202,988306,619291,568877,556084,537792,511962,507800,508304,560807,606831,636827,624420,515557,435250,500103,524845,362238,254849,180763,134763,90939,59261
2022-04-09,39945,28354,20084,14303,10960,8733,7742,7482,9464,12676,17755,39927,95081,169372,219520,389751,415606,442319,478589,525471,603638,632741,673525,715567,769096,767528,773635,719008,699729,696598,684788,658449,664572,650049,695883,722592,725119,696838,548678,457772,521265,546349,390289,270867,191887,146891,103047,68845
2022-04-10,47246,34063,24834,17643,13335,10412,8963,8556,10040,12749,16649,35112,82185,136610,192143,292993,330119,383930,443656,524059,621082,658522,699628,732785,758204,758190,749939,695290,688453,684122,672788,659793,659171,653209,694202,727383,726935,674162,509850,414499,473276,494176,336588,218472,141442,102856,68105,43197
2022-04-11,26489,18400,12404,9588,6918,5589,5034,4962,6614,10213,16639,43845,105526,233113,376851,640513,627228,588835,530851,523107,540230,528732,532255,555809,629010,630310,634643,552379,533424,506590,478053,455102,459031,467303,512352,555553,588417,567143,443358,372740,435299,460355,304009,200048,130023,91685,59296,37177
2022-04-12,24339,16966,12242,8409,6548,5283,5041,5126,6740,10148,17199,45106,111175,250212,406127,676758,647784,600701,536406,523551,537227,523287,525006,551403,639565,647828,646535,552961,532354,509421,486797,461524,463270,473564,527102,571447,601652,583845,465156,381506,447239,474077,320301,212031,138161,96445,63149,39236
2022-04-13,26084,17885,12617,8908,6695,5886,5299,5327,6840,10225,16792,45505,109295,249314,403754,669425,650007,602027,536135,521339,537755,525267,526370,551787,638490,646867,649857,552575,526249,494962,460934,440717,449435,467174,531477,582622,625082,606744,471741,386396,447985,470812,323069,213389,139684,98219,67393,44603
2022-04-14,28628,19669,13407,9352,7259,6393,5879,5326,7135,10332,16781,45052,107583,246749,403598,667014,638754,590261,524222,514402,534223,519411,518978,542330,625136,625837,626943,540243,520155,498518,481640,459770,459272,469326,524486,576192,615173,614022,502385,420491,477804,493056,346332,235903,158287,115413,79200,53459
2022-04-15,34717,23317,15769,11102,8816,6916,6418,6161,7660,10944,16431,42990,95362,208950,335021,569336,557980,540117,498734,508982,556726,560983,575529,596607,688973,830768,968574,632106,598853,597482,557632,528764,523003,530768,576855,611085,637465,638911,539449,472852,538172,546157,400591,281236,196665,150829,106712,73716
2022-04-16,48770,34889,24407,17015,12601,9880,8838,8446,9925,12985,17416,40832,88579,168619,219994,385677,409197,439174,477559,522039,612329,640247,673524,710935,757840,747184,750910,701085,682184,668294,656945,639492,633753,627292,659848,690707,714552,709034,578530,483623,545590,562140,429460,301638,210834,162591,118667,83274
2022-04-17,55894,41076,29346,20655,15318,12090,10407,9215,10547,13283,15871,35663,71904,130396,182472,277836,317153,372033,432491,510015,610035,639241,674408,707078,734354,724897,712786,663582,647994,638715,623626,598500,598530,599913,639704,674681,693135,657327,484274,409218,464046,475787,340302,223211,145774,106536,70930,46151
2022-04-18,29318,21068,13963,9602,7129,5893,5186,5176,6677,9727,15386,42274,95616,221256,359863,614442,599469,565578,510608,508691,534836,532030,539337,567721,652879,652003,654743,570408,549123,522187,497282,469062,460828,463244,505155,547035,579265,577452,457825,391969,457575,482451,347164,235799,161527,122295,84746,56910
2022-04-19,38352,27360,19488,13460,10315,8363,7338,7273,8373,11617,16522,43451,95834,199818,278580,476680,447097,431364,432678,470272,543454,563577,595447,630569,693733,688120,676838,607013,592297,579069,552681,518561,500786,499029,545904,599424,622073,604128,463135,390326,459978,471092,338231,193039,140963,103018,67752,42899
2022-04-20,27866,19657,13829,9392,7215,6187,5464,5409,6806,9870,16507,45740,103572,241275,389186,653845,642920,600306,541541,530133,548615,540558,541240,561796,648146,652162,658310,568723,545773,518796,488246,460231,458475,465466,514903,560747,603304,595877,470306,387119,448317,473507,341760,225460,147884,107227,71453,46084
2022-04-21,29550,20540,14455,10118,7503,6255,5379,5620,6888,9990,15871,43838,96905,227290,363576,612418,614106,575446,522843,513488,534843,527656,531702,558153,647464,656884,665012,575786,547372,519006,503699,486648,479105,478996,525048,573520,615800,624607,517862,432101,501364,520615,379473,249175,164455,120187,80128,51738
