week,state,abs_0_4,abs_5_11,abs_12_17,abs_18_29,abs_30_39,abs_40_49,abs_50_59,abs_60_69,abs_70_79,abs_80_+,perc_0_4,perc_5_11,perc_12_17,perc_18_29,perc_30_39,perc_40_49,perc_50_59,perc_60_69,perc_70_79,perc_80_+,capita_0_4,capita_5_11,capita_12_17,capita_18_29,capita_30_39,capita_40_49,capita_50_59,capita_60_69,capita_70_79,capita_80_+
w23,Melaka,8,1,3,76,64,35,25,17,8,14,3.19,0.4,1.2,30.28,25.5,13.94,9.96,6.77,3.19,5.58,11.4,1.01,3.47,35.95,42.67,35.86,26.21,24.39,20.89,93.33
w22,Melaka,8,3,8,46,53,37,26,15,10,11,3.69,1.38,3.69,21.2,24.42,17.05,11.98,6.91,4.61,5.07,11.4,3.04,9.25,21.76,35.33,37.91,27.25,21.52,26.11,73.33
w21,Melaka,4,2,5,44,44,22,22,17,10,10,2.22,1.11,2.78,24.44,24.44,12.22,12.22,9.44,5.56,5.56,5.7,2.03,5.78,20.81,29.33,22.54,23.06,24.39,26.11,66.67
w20,Melaka,2,5,9,22,24,16,17,13,11,5,1.61,4.03,7.26,17.74,19.35,12.9,13.71,10.48,8.87,4.03,2.85,5.07,10.4,10.41,16.0,16.39,17.82,18.65,28.72,33.33
w19,Melaka,1,2,4,18,17,7,5,10,4,8,1.32,2.63,5.26,23.68,22.37,9.21,6.58,13.16,5.26,10.53,1.42,2.03,4.62,8.51,11.33,7.17,5.24,14.35,10.44,53.33
w18,Melaka,1,2,26,33,21,17,9,6,6,12,0.75,1.5,19.55,24.81,15.79,12.78,6.77,4.51,4.51,9.02,1.42,2.03,30.06,15.61,14.0,17.42,9.43,8.61,15.67,80.0
w17,Melaka,3,2,2,26,21,24,10,9,14,8,2.52,1.68,1.68,21.85,17.65,20.17,8.4,7.56,11.76,6.72,4.27,2.03,2.31,12.3,14.0,24.59,10.48,12.91,36.55,53.33
w16,Melaka,1,1,4,24,28,15,8,6,2,2,1.1,1.1,4.4,26.37,30.77,16.48,8.79,6.59,2.2,2.2,1.42,1.01,4.62,11.35,18.67,15.37,8.39,8.61,5.22,13.33
w15,Melaka,0,0,3,23,27,18,7,3,1,3,0.0,0.0,3.53,27.06,31.76,21.18,8.24,3.53,1.18,3.53,0.0,0.0,3.47,10.88,18.0,18.44,7.34,4.3,2.61,20.0
w14,Melaka,3,1,1,31,20,14,12,3,4,5,3.19,1.06,1.06,32.98,21.28,14.89,12.77,3.19,4.26,5.32,4.27,1.01,1.16,14.66,13.33,14.34,12.58,4.3,10.44,33.33
w13,Melaka,2,3,2,26,17,17,10,5,4,3,2.25,3.37,2.25,29.21,19.1,19.1,11.24,5.62,4.49,3.37,2.85,3.04,2.31,12.3,11.33,17.42,10.48,7.17,10.44,20.0
w12,Melaka,0,4,4,33,36,23,11,9,5,7,0.0,3.03,3.03,25.0,27.27,17.42,8.33,6.82,3.79,5.3,0.0,4.06,4.62,15.61,24.0,23.57,11.53,12.91,13.05,46.67
w11,Melaka,0,2,6,56,42,20,16,5,2,4,0.0,1.31,3.92,36.6,27.45,13.07,10.46,3.27,1.31,2.61,0.0,2.03,6.94,26.49,28.0,20.49,16.77,7.17,5.22,26.67
w10,Melaka,2,5,97,61,57,44,25,6,10,11,0.63,1.57,30.5,19.18,17.92,13.84,7.86,1.89,3.14,3.46,2.85,5.07,112.14,28.86,38.0,45.08,26.21,8.61,26.11,73.33
w9,Melaka,5,11,184,121,95,55,38,17,7,14,0.91,2.01,33.64,22.12,17.37,10.05,6.95,3.11,1.28,2.56,7.12,11.16,212.72,57.24,63.33,56.35,39.83,24.39,18.28,93.33
w8,Melaka,6,12,99,122,136,89,42,17,14,15,1.09,2.17,17.93,22.1,24.64,16.12,7.61,3.08,2.54,2.72,8.55,12.17,114.45,57.71,90.67,91.19,44.03,24.39,36.55,100.0
w7,Melaka,11,9,17,101,107,56,29,16,19,16,2.89,2.36,4.46,26.51,28.08,14.7,7.61,4.2,4.99,4.2,15.67,9.13,19.65,47.78,71.33,57.38,30.4,22.96,49.61,106.67
w6,Melaka,7,7,8,106,115,66,25,19,31,27,1.7,1.7,1.95,25.79,27.98,16.06,6.08,4.62,7.54,6.57,9.97,7.1,9.25,50.14,76.67,67.62,26.21,27.26,80.94,180.0
w5,Melaka,14,19,21,120,139,79,57,32,27,30,2.6,3.53,3.9,22.3,25.84,14.68,10.59,5.95,5.02,5.58,19.94,19.27,24.28,56.76,92.67,80.94,59.75,45.91,70.5,200.0
w4,Melaka,6,18,26,137,179,128,72,39,20,26,0.92,2.76,3.99,21.04,27.5,19.66,11.06,5.99,3.07,3.99,8.55,18.26,30.06,64.81,119.33,131.15,75.47,55.95,52.22,173.33
w3,Melaka,6,12,34,87,126,84,41,32,19,24,1.29,2.58,7.31,18.71,27.1,18.06,8.82,6.88,4.09,5.16,8.55,12.17,39.31,41.15,84.0,86.07,42.98,45.91,49.61,160.0
w2,Melaka,4,10,15,73,90,49,22,17,7,25,1.28,3.21,4.81,23.4,28.85,15.71,7.05,5.45,2.24,8.01,5.7,10.14,17.34,34.53,60.0,50.2,23.06,24.39,18.28,166.67
w1,Melaka,5,6,8,54,66,34,22,16,11,12,2.14,2.56,3.42,23.08,28.21,14.53,9.4,6.84,4.7,5.13,7.12,6.09,9.25,25.54,44.0,34.84,23.06,22.96,28.72,80.0
w0,Melaka,1,4,13,46,56,51,12,9,12,16,0.45,1.82,5.91,20.91,25.45,23.18,5.45,4.09,5.45,7.27,1.42,4.06,15.03,21.76,37.33,52.25,12.58,12.91,31.33,106.67
w24,Negeri Sembilan,7,6,3,78,53,26,22,11,12,14,3.02,2.59,1.29,33.62,22.84,11.21,9.48,4.74,5.17,6.03,8.1,5.06,2.74,30.53,29.99,21.38,19.95,12.18,27.59,84.85
w23,Negeri Sembilan,1,4,3,35,22,14,10,8,3,8,0.93,3.7,2.78,32.41,20.37,12.96,9.26,7.41,2.78,7.41,1.16,3.37,2.74,13.7,12.45,11.51,9.07,8.86,6.9,48.48
w22,Negeri Sembilan,4,4,3,22,27,20,9,2,9,8,3.7,3.7,2.78,20.37,25.0,18.52,8.33,1.85,8.33,7.41,4.63,3.37,2.74,8.61,15.28,16.45,8.16,2.21,20.69,48.48
w21,Negeri Sembilan,2,5,3,32,29,14,12,9,3,3,1.79,4.46,2.68,28.57,25.89,12.5,10.71,8.04,2.68,2.68,2.31,4.22,2.74,12.52,16.41,11.51,10.88,9.97,6.9,18.18
w20,Negeri Sembilan,3,5,2,10,14,8,9,5,3,5,4.69,7.81,3.12,15.62,21.88,12.5,14.06,7.81,4.69,7.81,3.47,4.22,1.83,3.91,7.92,6.58,8.16,5.54,6.9,30.3
w19,Negeri Sembilan,2,0,1,13,13,10,5,6,3,8,3.28,0.0,1.64,21.31,21.31,16.39,8.2,9.84,4.92,13.11,2.31,0.0,0.91,5.09,7.36,8.22,4.53,6.64,6.9,48.48
w18,Negeri Sembilan,0,4,3,13,17,8,5,6,5,1,0.0,6.45,4.84,20.97,27.42,12.9,8.06,9.68,8.06,1.61,0.0,3.37,2.74,5.09,9.62,6.58,4.53,6.64,11.49,6.06
w17,Negeri Sembilan,2,1,2,5,8,7,6,6,4,0,4.88,2.44,4.88,12.2,19.51,17.07,14.63,14.63,9.76,0.0,2.31,0.84,1.83,1.96,4.53,5.76,5.44,6.64,9.2,0.0
w16,Negeri Sembilan,0,0,1,8,12,9,9,5,5,3,0.0,0.0,1.92,15.38,23.08,17.31,17.31,9.62,9.62,5.77,0.0,0.0,0.91,3.13,6.79,7.4,8.16,5.54,11.49,18.18
w15,Negeri Sembilan,0,2,1,14,17,11,4,2,2,0,0.0,3.77,1.89,26.42,32.08,20.75,7.55,3.77,3.77,0.0,0.0,1.69,0.91,5.48,9.62,9.05,3.63,2.21,4.6,0.0
w14,Negeri Sembilan,1,0,0,13,10,3,2,2,2,3,2.78,0.0,0.0,36.11,27.78,8.33,5.56,5.56,5.56,8.33,1.16,0.0,0.0,5.09,5.66,2.47,1.81,2.21,4.6,18.18
w13,Negeri Sembilan,0,0,2,8,8,6,5,4,0,4,0.0,0.0,5.41,21.62,21.62,16.22,13.51,10.81,0.0,10.81,0.0,0.0,1.83,3.13,4.53,4.93,4.53,4.43,0.0,24.24
w12,Negeri Sembilan,8,4,0,8,15,10,5,2,2,2,14.29,7.14,0.0,14.29,26.79,17.86,8.93,3.57,3.57,3.57,9.26,3.37,0.0,3.13,8.49,8.22,4.53,2.21,4.6,12.12
w11,Negeri Sembilan,1,0,3,18,19,11,4,7,6,4,1.37,0.0,4.11,24.66,26.03,15.07,5.48,9.59,8.22,5.48,1.16,0.0,2.74,7.05,10.75,9.05,3.63,7.75,13.79,24.24
w10,Negeri Sembilan,2,2,7,21,28,14,10,6,4,4,2.04,2.04,7.14,21.43,28.57,14.29,10.2,6.12,4.08,4.08,2.31,1.69,6.4,8.22,15.85,11.51,9.07,6.64,9.2,24.24
w9,Negeri Sembilan,4,7,88,54,39,17,13,11,8,10,1.59,2.79,35.06,21.51,15.54,6.77,5.18,4.38,3.19,3.98,4.63,5.9,80.44,21.14,22.07,13.98,11.79,12.18,18.39,60.61
w8,Negeri Sembilan,5,6,20,26,28,19,16,3,2,7,3.79,4.55,15.15,19.7,21.21,14.39,12.12,2.27,1.52,5.3,5.79,5.06,18.28,10.18,15.85,15.62,14.51,3.32,4.6,42.42
w7,Negeri Sembilan,1,4,27,35,37,16,16,7,4,6,0.65,2.61,17.65,22.88,24.18,10.46,10.46,4.58,2.61,3.92,1.16,3.37,24.68,13.7,20.94,13.16,14.51,7.75,9.2,36.36
w6,Negeri Sembilan,3,3,1,41,21,24,20,16,15,7,1.99,1.99,0.66,27.15,13.91,15.89,13.25,10.6,9.93,4.64,3.47,2.53,0.91,16.05,11.88,19.74,18.13,17.72,34.48,42.42
w5,Negeri Sembilan,8,7,10,62,73,38,22,25,14,22,2.85,2.49,3.56,22.06,25.98,13.52,7.83,8.9,4.98,7.83,9.26,5.9,9.14,24.27,41.31,31.25,19.95,27.69,32.18,133.33
w4,Negeri Sembilan,8,6,72,65,81,51,24,14,13,20,2.26,1.69,20.34,18.36,22.88,14.41,6.78,3.95,3.67,5.65,9.26,5.06,65.81,25.44,45.84,41.94,21.76,15.5,29.89,121.21
w3,Negeri Sembilan,7,5,63,68,74,42,24,20,14,14,2.11,1.51,19.03,20.54,22.36,12.69,7.25,6.04,4.23,4.23,8.1,4.22,57.59,26.61,41.88,34.54,21.76,22.15,32.18,84.85
w2,Negeri Sembilan,3,6,6,40,59,32,13,14,4,6,1.64,3.28,3.28,21.86,32.24,17.49,7.1,7.65,2.19,3.28,3.47,5.06,5.48,15.66,33.39,26.32,11.79,15.5,9.2,36.36
w1,Negeri Sembilan,8,9,5,33,35,22,14,10,11,13,5.0,5.62,3.12,20.62,21.88,13.75,8.75,6.25,6.88,8.12,9.26,7.59,4.57,12.92,19.81,18.09,12.69,11.07,25.29,78.79
w0,Negeri Sembilan,2,1,8,23,27,13,12,4,3,3,2.08,1.04,8.33,23.96,28.12,13.54,12.5,4.17,3.12,3.12,2.31,0.84,7.31,9.0,15.28,10.69,10.88,4.43,6.9,18.18
w24,Pahang,4,3,6,40,40,14,7,11,14,8,2.72,2.04,4.08,27.21,27.21,9.52,4.76,7.48,9.52,5.44,3.03,1.52,3.47,10.6,14.56,7.96,4.67,9.61,23.29,34.33
w23,Pahang,6,2,4,22,26,13,14,11,10,7,5.22,1.74,3.48,19.13,22.61,11.3,12.17,9.57,8.7,6.09,4.54,1.01,2.31,5.83,9.46,7.39,9.33,9.61,16.64,30.04
w22,Pahang,6,4,1,17,26,17,12,3,7,6,6.06,4.04,1.01,17.17,26.26,17.17,12.12,3.03,7.07,6.06,4.54,2.02,0.58,4.5,9.46,9.67,8.0,2.62,11.65,25.75
w21,Pahang,2,1,5,19,14,11,6,2,2,3,3.08,1.54,7.69,29.23,21.54,16.92,9.23,3.08,3.08,4.62,1.51,0.51,2.89,5.03,5.1,6.26,4.0,1.75,3.33,12.88
w20,Pahang,2,3,0,12,8,3,2,4,5,2,4.88,7.32,0.0,29.27,19.51,7.32,4.88,9.76,12.2,4.88,1.51,1.52,0.0,3.18,2.91,1.71,1.33,3.49,8.32,8.58
w19,Pahang,0,1,0,8,3,1,2,2,0,2,0.0,5.26,0.0,42.11,15.79,5.26,10.53,10.53,0.0,10.53,0.0,0.51,0.0,2.12,1.09,0.57,1.33,1.75,0.0,8.58
w18,Pahang,0,1,0,10,12,7,1,3,1,3,0.0,2.63,0.0,26.32,31.58,18.42,2.63,7.89,2.63,7.89,0.0,0.51,0.0,2.65,4.37,3.98,0.67,2.62,1.66,12.88
w17,Pahang,4,0,0,10,11,1,3,5,3,1,10.53,0.0,0.0,26.32,28.95,2.63,7.89,13.16,7.89,2.63,3.03,0.0,0.0,2.65,4.0,0.57,2.0,4.37,4.99,4.29
w16,Pahang,0,0,0,7,5,3,4,2,1,3,0.0,0.0,0.0,28.0,20.0,12.0,16.0,8.0,4.0,12.0,0.0,0.0,0.0,1.85,1.82,1.71,2.67,1.75,1.66,12.88
w15,Pahang,2,1,1,4,9,2,2,5,2,0,7.14,3.57,3.57,14.29,32.14,7.14,7.14,17.86,7.14,0.0,1.51,0.51,0.58,1.06,3.28,1.14,1.33,4.37,3.33,0.0
w14,Pahang,0,1,0,7,7,1,2,4,4,2,0.0,3.57,0.0,25.0,25.0,3.57,7.14,14.29,14.29,7.14,0.0,0.51,0.0,1.85,2.55,0.57,1.33,3.49,6.66,8.58
w13,Pahang,1,0,5,6,6,9,7,0,3,2,2.56,0.0,12.82,15.38,15.38,23.08,17.95,0.0,7.69,5.13,0.76,0.0,2.89,1.59,2.18,5.12,4.67,0.0,4.99,8.58
w12,Pahang,1,0,0,12,11,4,4,3,6,4,2.22,0.0,0.0,26.67,24.44,8.89,8.89,6.67,13.33,8.89,0.76,0.0,0.0,3.18,4.0,2.28,2.67,2.62,9.98,17.17
w11,Pahang,4,6,2,16,22,14,7,3,6,6,4.65,6.98,2.33,18.6,25.58,16.28,8.14,3.49,6.98,6.98,3.03,3.03,1.16,4.24,8.01,7.96,4.67,2.62,9.98,25.75
w10,Pahang,0,5,3,21,26,12,9,9,2,13,0.0,5.0,3.0,21.0,26.0,12.0,9.0,9.0,2.0,13.0,0.0,2.53,1.73,5.56,9.46,6.83,6.0,7.86,3.33,55.79
w9,Pahang,4,3,8,32,34,18,9,6,2,13,3.1,2.33,6.2,24.81,26.36,13.95,6.98,4.65,1.55,10.08,3.03,1.52,4.62,8.48,12.38,10.24,6.0,5.24,3.33,55.79
w8,Pahang,3,4,9,31,39,21,12,10,8,6,2.1,2.8,6.29,21.68,27.27,14.69,8.39,6.99,5.59,4.2,2.27,2.02,5.2,8.21,14.2,11.95,8.0,8.73,13.31,25.75
w7,Pahang,1,3,1,40,46,28,15,9,8,6,0.64,1.91,0.64,25.48,29.3,17.83,9.55,5.73,5.1,3.82,0.76,1.52,0.58,10.6,16.75,15.93,10.0,7.86,13.31,25.75
w6,Pahang,2,3,4,39,30,13,15,10,15,15,1.37,2.05,2.74,26.71,20.55,8.9,10.27,6.85,10.27,10.27,1.51,1.52,2.31,10.33,10.92,7.39,10.0,8.73,24.96,64.38
w5,Pahang,3,5,9,64,79,30,22,17,22,26,1.08,1.81,3.25,23.1,28.52,10.83,7.94,6.14,7.94,9.39,2.27,2.53,5.2,16.96,28.76,17.06,14.67,14.85,36.61,111.59
w4,Pahang,5,9,8,47,41,23,8,8,15,9,2.89,5.2,4.62,27.17,23.7,13.29,4.62,4.62,8.67,5.2,3.78,4.55,4.62,12.45,14.93,13.08,5.33,6.99,24.96,38.63
w3,Pahang,4,2,4,25,29,11,6,8,6,10,3.81,1.9,3.81,23.81,27.62,10.48,5.71,7.62,5.71,9.52,3.03,1.01,2.31,6.62,10.56,6.26,4.0,6.99,9.98,42.92
w2,Pahang,2,3,4,19,27,18,10,3,2,8,2.08,3.12,4.17,19.79,28.12,18.75,10.42,3.12,2.08,8.33,1.51,1.52,2.31,5.03,9.83,10.24,6.67,2.62,3.33,34.33
w1,Pahang,1,1,2,15,21,7,5,1,4,4,1.64,1.64,3.28,24.59,34.43,11.48,8.2,1.64,6.56,6.56,0.76,0.51,1.16,3.97,7.64,3.98,3.33,0.87,6.66,17.17
w0,Pahang,1,1,0,16,12,6,1,6,3,4,2.0,2.0,0.0,32.0,24.0,12.0,2.0,12.0,6.0,8.0,0.76,0.51,0.0,4.24,4.37,3.41,0.67,5.24,4.99,17.17
w24,Perak,8,7,4,30,47,27,24,32,31,25,3.4,2.98,1.7,12.77,20.0,11.49,10.21,13.62,13.19,10.64,4.91,2.83,1.69,5.29,12.89,10.5,9.08,14.29,23.83,45.05
w23,Perak,5,3,3,34,31,15,18,24,24,26,2.73,1.64,1.64,18.58,16.94,8.2,9.84,13.11,13.11,14.21,3.07,1.21,1.26,6.0,8.5,5.83,6.81,10.71,18.45,46.85
w22,Perak,7,5,6,22,24,14,16,21,16,29,4.38,3.12,3.75,13.75,15.0,8.75,10.0,13.12,10.0,18.12,4.29,2.02,2.53,3.88,6.58,5.45,6.06,9.38,12.3,52.25
w21,Perak,10,2,4,26,16,4,14,12,15,15,8.47,1.69,3.39,22.03,13.56,3.39,11.86,10.17,12.71,12.71,6.13,0.81,1.69,4.58,4.39,1.56,5.3,5.36,11.53,27.03
w20,Perak,4,6,7,19,21,11,12,12,9,9,3.64,5.45,6.36,17.27,19.09,10.0,10.91,10.91,8.18,8.18,2.45,2.43,2.95,3.35,5.76,4.28,4.54,5.36,6.92,16.22
w19,Perak,3,0,2,7,10,9,4,6,4,5,6.0,0.0,4.0,14.0,20.0,18.0,8.0,12.0,8.0,10.0,1.84,0.0,0.84,1.23,2.74,3.5,1.51,2.68,3.07,9.01
w18,Perak,3,2,3,18,15,9,5,4,5,5,4.35,2.9,4.35,26.09,21.74,13.04,7.25,5.8,7.25,7.25,1.84,0.81,1.26,3.17,4.11,3.5,1.89,1.79,3.84,9.01
w17,Perak,3,2,0,16,11,8,7,8,7,6,4.41,2.94,0.0,23.53,16.18,11.76,10.29,11.76,10.29,8.82,1.84,0.81,0.0,2.82,3.02,3.11,2.65,3.57,5.38,10.81
w16,Perak,2,1,2,5,8,6,4,3,5,4,5.0,2.5,5.0,12.5,20.0,15.0,10.0,7.5,12.5,10.0,1.23,0.4,0.84,0.88,2.19,2.33,1.51,1.34,3.84,7.21
w15,Perak,0,2,1,12,14,9,7,6,9,3,0.0,3.17,1.59,19.05,22.22,14.29,11.11,9.52,14.29,4.76,0.0,0.81,0.42,2.12,3.84,3.5,2.65,2.68,6.92,5.41
w14,Perak,0,2,3,9,7,5,6,13,19,14,0.0,2.56,3.85,11.54,8.97,6.41,7.69,16.67,24.36,17.95,0.0,0.81,1.26,1.59,1.92,1.94,2.27,5.8,14.6,25.23
w13,Perak,5,0,0,8,9,8,7,3,13,10,7.94,0.0,0.0,12.7,14.29,12.7,11.11,4.76,20.63,15.87,3.07,0.0,0.0,1.41,2.47,3.11,2.65,1.34,9.99,18.02
w12,Perak,2,2,2,7,7,8,6,6,6,9,3.64,3.64,3.64,12.73,12.73,14.55,10.91,10.91,10.91,16.36,1.23,0.81,0.84,1.23,1.92,3.11,2.27,2.68,4.61,16.22
w11,Perak,3,1,3,59,12,4,6,10,10,7,2.61,0.87,2.61,51.3,10.43,3.48,5.22,8.7,8.7,6.09,1.84,0.4,1.26,10.4,3.29,1.56,2.27,4.46,7.69,12.61
w10,Perak,2,2,129,43,13,6,4,15,10,12,0.85,0.85,54.66,18.22,5.51,2.54,1.69,6.36,4.24,5.08,1.23,0.81,54.38,7.58,3.56,2.33,1.51,6.7,7.69,21.62
w9,Perak,5,5,135,34,28,23,9,11,12,8,1.85,1.85,50.0,12.59,10.37,8.52,3.33,4.07,4.44,2.96,3.07,2.02,56.91,6.0,7.68,8.95,3.41,4.91,9.22,14.41
w8,Perak,5,6,31,34,42,20,15,21,14,21,2.39,2.87,14.83,16.27,20.1,9.57,7.18,10.05,6.7,10.05,3.07,2.43,13.07,6.0,11.52,7.78,5.68,9.38,10.76,37.84
w7,Perak,2,0,12,29,15,17,8,23,26,20,1.32,0.0,7.89,19.08,9.87,11.18,5.26,15.13,17.11,13.16,1.23,0.0,5.06,5.11,4.11,6.61,3.03,10.27,19.98,36.04
w6,Perak,6,3,3,30,30,13,12,23,22,29,3.51,1.75,1.75,17.54,17.54,7.6,7.02,13.45,12.87,16.96,3.68,1.21,1.26,5.29,8.23,5.06,4.54,10.27,16.91,52.25
w5,Perak,5,9,12,57,51,33,39,35,36,41,1.57,2.83,3.77,17.92,16.04,10.38,12.26,11.01,11.32,12.89,3.07,3.64,5.06,10.05,13.98,12.84,14.76,15.62,27.67,73.87
w4,Perak,8,13,41,107,116,73,59,51,58,50,1.39,2.26,7.12,18.58,20.14,12.67,10.24,8.85,10.07,8.68,4.91,5.25,17.28,18.87,31.81,28.39,22.33,22.77,44.58,90.09
w3,Perak,9,17,20,59,61,56,30,45,31,41,2.44,4.61,5.42,15.99,16.53,15.18,8.13,12.2,8.4,11.11,5.52,6.87,8.43,10.4,16.73,21.78,11.36,20.09,23.83,73.87
w2,Perak,10,13,26,57,52,39,34,33,23,20,3.26,4.23,8.47,18.57,16.94,12.7,11.07,10.75,7.49,6.51,6.13,5.25,10.96,10.05,14.26,15.17,12.87,14.73,17.68,36.04
w1,Perak,8,6,3,45,36,29,28,20,22,12,3.83,2.87,1.44,21.53,17.22,13.88,13.4,9.57,10.53,5.74,4.91,2.43,1.26,7.94,9.87,11.28,10.6,8.93,16.91,21.62
w0,Perak,3,5,8,41,34,30,14,15,10,20,1.67,2.78,4.44,22.78,18.89,16.67,7.78,8.33,5.56,11.11,1.84,2.02,3.37,7.23,9.32,11.67,5.3,6.7,7.69,36.04
w24,Perlis,1,0,0,4,6,3,3,1,4,7,3.45,0.0,0.0,13.79,20.69,10.34,10.34,3.45,13.79,24.14,4.69,0.0,0.0,7.18,14.67,12.88,12.0,4.85,36.36,148.94
w23,Perlis,1,0,0,2,1,1,0,1,4,2,8.33,0.0,0.0,16.67,8.33,8.33,0.0,8.33,33.33,16.67,4.69,0.0,0.0,3.59,2.44,4.29,0.0,4.85,36.36,42.55
w22,Perlis,0,0,0,1,1,3,0,4,0,2,0.0,0.0,0.0,9.09,9.09,27.27,0.0,36.36,0.0,18.18,0.0,0.0,0.0,1.8,2.44,12.88,0.0,19.42,0.0,42.55
w21,Perlis,1,0,1,0,2,0,2,3,1,0,10.0,0.0,10.0,0.0,20.0,0.0,20.0,30.0,10.0,0.0,4.69,0.0,4.33,0.0,4.89,0.0,8.0,14.56,9.09,0.0
w20,Perlis,1,0,0,1,0,0,1,0,2,0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,40.0,0.0,4.69,0.0,0.0,1.8,0.0,0.0,4.0,0.0,18.18,0.0
w19,Perlis,0,0,0,1,0,0,1,2,1,0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,40.0,20.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,4.0,9.71,9.09,0.0
w18,Perlis,1,0,0,0,1,0,0,3,1,0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,50.0,16.67,0.0,4.69,0.0,0.0,0.0,2.44,0.0,0.0,14.56,9.09,0.0
w17,Perlis,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w16,Perlis,0,0,0,1,1,0,0,2,0,1,0.0,0.0,0.0,20.0,20.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,1.8,2.44,0.0,0.0,9.71,0.0,21.28
w15,Perlis,0,1,0,1,1,0,0,3,1,1,0.0,12.5,0.0,12.5,12.5,0.0,0.0,37.5,12.5,12.5,0.0,3.41,0.0,1.8,2.44,0.0,0.0,14.56,9.09,21.28
w14,Perlis,0,0,0,1,1,0,0,0,1,2,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,1.8,2.44,0.0,0.0,0.0,9.09,42.55
w13,Perlis,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
w12,Perlis,0,0,0,2,2,0,0,2,2,0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,3.59,4.89,0.0,0.0,9.71,18.18,0.0
w11,Perlis,0,0,0,3,1,1,0,1,0,0,0.0,0.0,0.0,50.0,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,5.39,2.44,4.29,0.0,4.85,0.0,0.0
w10,Perlis,0,0,27,2,0,0,0,1,2,0,0.0,0.0,84.38,6.25,0.0,0.0,0.0,3.12,6.25,0.0,0.0,0.0,116.88,3.59,0.0,0.0,0.0,4.85,18.18,0.0
w9,Perlis,0,0,0,3,0,1,1,0,0,1,0.0,0.0,0.0,50.0,0.0,16.67,16.67,0.0,0.0,16.67,0.0,0.0,0.0,5.39,0.0,4.29,4.0,0.0,0.0,21.28
w8,Perlis,1,0,1,2,1,0,0,2,2,2,9.09,0.0,9.09,18.18,9.09,0.0,0.0,18.18,18.18,18.18,4.69,0.0,4.33,3.59,2.44,0.0,0.0,9.71,18.18,42.55
w7,Perlis,0,0,3,2,4,4,3,1,2,3,0.0,0.0,13.64,9.09,18.18,18.18,13.64,4.55,9.09,13.64,0.0,0.0,12.99,3.59,9.78,17.17,12.0,4.85,18.18,63.83
w6,Perlis,0,0,0,7,5,2,4,3,3,9,0.0,0.0,0.0,21.21,15.15,6.06,12.12,9.09,9.09,27.27,0.0,0.0,0.0,12.57,12.22,8.58,16.0,14.56,27.27,191.49
w5,Perlis,3,1,1,9,10,12,5,1,11,6,5.08,1.69,1.69,15.25,16.95,20.34,8.47,1.69,18.64,10.17,14.08,3.41,4.33,16.16,24.45,51.5,20.0,4.85,100.0,127.66
w4,Perlis,5,5,4,17,14,14,7,10,5,6,5.75,5.75,4.6,19.54,16.09,16.09,8.05,11.49,5.75,6.9,23.47,17.06,17.32,30.52,34.23,60.09,28.0,48.54,45.45,127.66
w3,Perlis,1,1,1,10,9,5,3,6,1,3,2.5,2.5,2.5,25.0,22.5,12.5,7.5,15.0,2.5,7.5,4.69,3.41,4.33,17.95,22.0,21.46,12.0,29.13,9.09,63.83
w2,Perlis,3,1,1,7,4,2,0,3,1,4,11.54,3.85,3.85,26.92,15.38,7.69,0.0,11.54,3.85,15.38,14.08,3.41,4.33,12.57,9.78,8.58,0.0,14.56,9.09,85.11
w1,Perlis,0,2,1,6,5,1,1,0,2,6,0.0,8.33,4.17,25.0,20.83,4.17,4.17,0.0,8.33,25.0,0.0,6.83,4.33,10.77,12.22,4.29,4.0,0.0,18.18,127.66
w0,Perlis,0,0,2,8,8,0,0,1,1,0,0.0,0.0,10.0,40.0,40.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.66,14.36,19.56,0.0,0.0,4.85,9.09,0.0
w24,Pulau Pinang,10,5,8,82,80,50,23,23,14,23,3.14,1.57,2.52,25.79,25.16,15.72,7.23,7.23,4.4,7.23,9.53,3.12,5.65,21.4,26.27,21.36,11.64,16.02,18.16,84.87
w23,Pulau Pinang,7,6,2,81,72,51,32,23,20,22,2.22,1.9,0.63,25.63,22.78,16.14,10.13,7.28,6.33,6.96,6.67,3.75,1.41,21.14,23.65,21.79,16.19,16.02,25.94,81.18
